Año,Municipio,rango tamaño predial,cantidad de predios,área (Ha),cantidad de propietarios,área(Ha)/propetario
2020,Chinú,"A4.Mayor a 2,5 ha - hasta 3 ha",267,741.51099999999997,328,2.2607042682926828
2020,Chinú,B1.Mayor a 3 ha - hasta 5 ha,754,3097.2436999999986,994,3.1159393360160954
2020,Chinú,B2.Mayor a 5 ha - hasta 10 ha,925,6526.5964999999997,1277,5.1108821456538758
2020,Chinú,C1.Mayor a 10 ha - hasta 20 ha,620,8337.2554999999975,905,9.212437016574583
2020,Chinú,D1.Mayor a 20 ha - hasta 50 ha,372,11244.291999999994,605,18.585606611570238
2020,Chinú,D2.Mayor a 50 ha - hasta 100 ha,125,8392.0715999999993,208,40.346498076923076
2020,Chinú,D3.Mayor a 100 ha - hasta 200 ha,76,9998.5322999999753,151,66.215445695364082
2020,Chinú,E1.Mayor a 200 ha - hasta 500 ha,25,6824.2461999999914,39,174.98067179487157
2020,Chinú,E2.Mayor a 500 ha - hasta 1000 ha,6,3862.8026999999979,6,643.80044999999961
2020,Ciénaga de Oro,"A1.Hasta 0,5 ha",1661,240.54840000000024,1728,0.13920625000000014
2020,Ciénaga de Oro,"A2.Mayor a 0,5 ha - hasta 1 ha",516,517.19269999999972,598,0.86487073578595275
2020,Ciénaga de Oro,"A3.Mayor a 1 ha - hasta 2,5 ha",1073,2039.1858000000004,1308,1.5590105504587159
2020,Ciénaga de Oro,"A4.Mayor a 2,5 ha - hasta 3 ha",265,769.46440000000052,336,2.2900726190476206
2020,Ciénaga de Oro,B1.Mayor a 3 ha - hasta 5 ha,828,3312.5711000000015,1132,2.9262995583038882
2020,Ciénaga de Oro,B2.Mayor a 5 ha - hasta 10 ha,1119,8354.6066999999985,1547,5.4005214608920484
2020,Ciénaga de Oro,C1.Mayor a 10 ha - hasta 20 ha,779,10633.299699999974,1154,9.2142978336221617
2020,Ciénaga de Oro,D1.Mayor a 20 ha - hasta 50 ha,507,14781.929299999982,746,19.814918632707752
2020,Ciénaga de Oro,D2.Mayor a 50 ha - hasta 100 ha,141,9787.585499999992,224,43.694578124999964
2020,Ciénaga de Oro,D3.Mayor a 100 ha - hasta 200 ha,48,6135.1302999999862,90,68.168114444444285
2020,Ciénaga de Oro,E1.Mayor a 200 ha - hasta 500 ha,22,5588.0319999999911,31,180.25909677419327
2020,Ciénaga de Oro,E2.Mayor a 500 ha - hasta 1000 ha,2,1294.4007000000001,3,431.46690000000007
2020,Cotorra,"A1.Hasta 0,5 ha",610,91.397400000000019,630,0.14507523809523812
2020,Cotorra,"A2.Mayor a 0,5 ha - hasta 1 ha",163,127.38610000000004,181,0.70379060773480684
2020,Cotorra,"A3.Mayor a 1 ha - hasta 2,5 ha",417,699.84800000000041,452,1.5483362831858416
2020,Cotorra,"A4.Mayor a 2,5 ha - hasta 3 ha",96,263.04199999999992,103,2.5538058252427178
2020,Cotorra,B1.Mayor a 3 ha - hasta 5 ha,260,1017.9381000000006,310,3.2836712903225829
2020,Cotorra,B2.Mayor a 5 ha - hasta 10 ha,256,1767.7106999999962,363,4.8697264462809811
2020,Cotorra,C1.Mayor a 10 ha - hasta 20 ha,105,1410.380999999998,225,6.2683599999999915
